Date,Open,High,Low,Close,Volume
08/01/2016 16:00:00,4336.12,4362.46,4264.81,4270.78,0
11/01/2016 16:00:00,4300.96,4311.14,4217.63,4283.55,0
12/01/2016 16:00:00,4322.77,4353.19,4273.02,4333.72,0
13/01/2016 16:00:00,4352.64,4359.5,4177.3,4183.12,0
14/01/2016 16:00:00,4201.23,4308.25,4133.32,4272.97,0
15/01/2016 16:00:00,4123.87,4184.69,4085.79,4141.08,0
19/01/2016 16:00:00,4199.56,4202.04,4101.05,4147.07,0
20/01/2016 16:00:00,4078.23,4178.64,3992.91,4136.28,0
21/01/2016 16:00:00,4146.44,4200.36,4099.3,4142.6,0
22/01/2016 16:00:00,4226.44,4260.55,4209.24,4259.77,0
25/01/2016 16:00:00,4245.47,4268.11,4193.32,4196.53,0
26/01/2016 16:00:00,4211.92,4250.97,4177.85,4233.85,0
27/01/2016 16:00:00,4214.94,4226.09,4111.93,4128.86,0
28/01/2016 16:00:00,4197.2,4197.48,4116.5,4186.06,0
29/01/2016 16:00:00,4186.35,4279.17,4184.31,4279.17,0
01/02/2016 16:00:00,4254.41,4301.63,4238.2,4286.56,0
02/02/2016 16:00:00,4262.45,4265.04,4180.57,4193.1,0
03/02/2016 16:00:00,4213.67,4218.15,4099.24,4171.97,0
04/02/2016 16:00:00,4158.05,4200.99,4120.58,4167.77,0
05/02/2016 16:00:00,4150.35,4152.73,4008.45,4024.47,0
08/02/2016 16:00:00,3947.99,3979.09,3888.78,3960.67,0
09/02/2016 16:00:00,3903.93,4008.06,3902.74,3947.8,0
10/02/2016 16:00:00,3996.76,4045.48,3962.7,3966.28,0
11/02/2016 16:00:00,3910.57,3988.71,3902.86,3962.22,0
12/02/2016 16:00:00,3996.64,4022.12,3965.74,4019.19,0
16/02/2016 16:00:00,4077.33,4104.33,4049.88,4104.33,0
17/02/2016 16:00:00,4138.43,4204.62,4125.83,4199.1,0
18/02/2016 16:00:00,4212.22,4212.58,4146.1,4151.49,0
19/02/2016 16:00:00,4129.75,4175.08,4121.59,4164.09,0
22/02/2016 16:00:00,4203.6,4235.12,4199.93,4231.27,0
23/02/2016 16:00:00,4209.32,4217.99,4158.56,4162.54,0
24/02/2016 16:00:00,4116.02,4205.98,4088.12,4200.66,0
25/02/2016 16:00:00,4212.48,4241.25,4173.25,4241.06,0
26/02/2016 16:00:00,4273.59,4275.83,4227.29,4235.62,0
29/02/2016 16:00:00,4228.57,4263.31,4200.15,4201.12,0
01/03/2016 16:00:00,4238.08,4333.61,4225.93,4333.61,0
02/03/2016 16:00:00,4328.72,4335.43,4301.09,4334.39,0
03/03/2016 16:00:00,4330.4,4331.49,4296.32,4325.86,0
04/03/2016 16:00:00,4334.03,4356.34,4301.35,4329,0
07/03/2016 16:00:00,4303.81,4330.28,4271.56,4303.33,0
08/03/2016 16:00:00,4272.72,4308.84,4258.82,4265.51,0
09/03/2016 16:00:00,4281.1,4293.23,4258.08,4293.23,0
10/03/2016 16:00:00,4307.87,4335.33,4232.08,4286.97,0
11/03/2016 16:00:00,4337.12,4361.83,4320.55,4361.83,0
14/03/2016 16:00:00,4347.94,4378.35,4347.55,4367.33,0
15/03/2016 16:00:00,4354.38,4371.29,4339.86,4367.08,0
16/03/2016 16:00:00,4359.67,4416.11,4357.74,4404.2,0
17/03/2016 16:00:00,4390.06,4413.08,4376.87,4400.26,0
18/03/2016 16:00:00,4408.82,4420.88,4387.8,4410.83,0
21/03/2016 16:00:00,4403.09,4430.44,4400.35,4426.98,0
22/03/2016 16:00:00,4403.47,4450.76,4401.26,4437.62,0
23/03/2016 16:00:00,4431.82,4434.76,4394.96,4402.56,0
24/03/2016 16:00:00,4380.23,4405.99,4374.71,4405.53,0
28/03/2016 16:00:00,4415.04,4417.57,4393.08,4398.07,0
29/03/2016 16:00:00,4391.19,4471.77,4384.27,4467.72,0
30/03/2016 16:00:00,4494.7,4518.17,4481.84,4490.88,0
31/03/2016 16:00:00,4491.01,4504.24,4478.13,4483.66,0
01/04/2016 16:00:00,4461.77,4534.32,4452.11,4532.08,0
04/04/2016 16:00:00,4526.39,4533.43,4503.65,4511.7,0
05/04/2016 16:00:00,4479.11,4494.71,4465.04,4470.75,0
06/04/2016 16:00:00,4476.35,4544.59,4476.35,4543.78,0
07/04/2016 16:00:00,4519.02,4525.69,4459.72,4475.29,0
08/04/2016 16:00:00,4506.97,4515.91,4459.56,4474.93,0
11/04/2016 16:00:00,4496.26,4516.1,4458.47,4458.71,0
12/04/2016 16:00:00,4464.07,4503.89,4435.05,4496.04,0
13/04/2016 16:00:00,4526.92,4560.11,4524.26,4554.72,0
14/04/2016 16:00:00,4554.66,4569.73,4541.66,4554.62,0
15/04/2016 16:00:00,4550.31,4558.92,4531,4543.16,0
18/04/2016 16:00:00,4535.21,4570.58,4531.11,4569.32,0
19/04/2016 16:00:00,4573.58,4574.38,4515.98,4537.09,0
20/04/2016 16:00:00,4539.19,4562.34,4523.9,4540.44,0
21/04/2016 16:00:00,4540.71,4558.67,4522.85,4540.8,0
22/04/2016 16:00:00,4478.44,4502.39,4440.14,4474.19,0
25/04/2016 16:00:00,4459.67,4474.77,4452.87,4474.13,0
26/04/2016 16:00:00,4480.6,4490.06,4439.38,4452.97,0
27/04/2016 16:00:00,4412.82,4426.28,4381.17,4416.63,0
28/04/2016 16:00:00,4419.12,4447.2,4355.3,4363.99,0
29/04/2016 16:00:00,4367.59,4372.97,4307.1,4341.3,0
02/05/2016 16:00:00,4350.83,4386.98,4334.59,4381.3,0
03/05/2016 16:00:00,4349.08,4368.76,4329.76,4341.39,0
04/05/2016 16:00:00,4314.49,4328.22,4301.07,4312.01,0
05/05/2016 16:00:00,4326.91,4333.12,4299.61,4309.48,0
06/05/2016 16:00:00,4290.36,4330.24,4282,4330.17,0
09/05/2016 16:00:00,4331.66,4361.87,4329.9,4341.23,0
10/05/2016 16:00:00,4360.73,4404.09,4351.16,4402.04,0
11/05/2016 16:00:00,4395.88,4407.93,4360.73,4361.03,0
12/05/2016 16:00:00,4376.09,4377.86,4312.88,4342.81,0
13/05/2016 16:00:00,4337.83,4364.24,4318.7,4326.53,0
16/05/2016 16:00:00,4335.33,4395.7,4329.89,4380.48,0
17/05/2016 16:00:00,4376.55,4385.06,4311.18,4322.56,0
18/05/2016 16:00:00,4314.34,4360.91,4305.73,4338.23,0
19/05/2016 16:00:00,4319.86,4331.58,4284.37,4315.58,0
20/05/2016 16:00:00,4330.07,4379.98,4329.57,4362.9,0
23/05/2016 16:00:00,4364.73,4382.4,4353.36,4355.1,0
24/05/2016 16:00:00,4381.34,4449.21,4380.46,4444.3,0
25/05/2016 16:00:00,4459.26,4488.52,4453.05,4476.43,0
26/05/2016 16:00:00,4478.57,4494.03,4469.76,4487.96,0
27/05/2016 16:00:00,4490.95,4512.54,4489.16,4512.54,0
31/05/2016 16:00:00,4513.85,4526.84,4497.65,4523.89,0
01/06/2016 16:00:00,4507.18,4530.39,4502.78,4520.07,0
02/06/2016 16:00:00,4510.81,4531.35,4488.08,4531.35,0
03/06/2016 16:00:00,4520.98,4523.36,4480.8,4509.79,0
06/06/2016 16:00:00,4517.88,4536.55,4510.33,4523.63,0
07/06/2016 16:00:00,4527.86,4532.3,4511.42,4513.09,0
08/06/2016 16:00:00,4521.1,4529.09,4505.39,4520.63,0
09/06/2016 16:00:00,4501.14,4518.5,4494.76,4512.69,0
10/06/2016 16:00:00,4473.08,4480.48,4447.33,4461.05,0
13/06/2016 16:00:00,4436.12,4461.26,4419.73,4422.76,0
14/06/2016 16:00:00,4413.71,4439.73,4392.43,4424.91,0
15/06/2016 16:00:00,4433.68,4439.61,4404.58,4409.51,0
16/06/2016 16:00:00,4387.9,4428.27,4362.16,4424.23,0
17/06/2016 16:00:00,4409.75,4409.75,4363.63,4374.38,0
20/06/2016 16:00:00,4424.11,4444.06,4397.36,4400.16,0
21/06/2016 16:00:00,4408.03,4422.67,4398.64,4413.4,0
22/06/2016 16:00:00,4415.46,4442.02,4400.88,4404.73,0
23/06/2016 16:00:00,4437.61,4467.48,4420.16,4467.48,0
24/06/2016 16:00:00,4294.8,4373.15,4274.54,4285.7,0
27/06/2016 16:00:00,4247.71,4249,4179.74,4201.05,0
28/06/2016 16:00:00,4245.32,4291.43,4245.29,4290.47,0
29/06/2016 16:00:00,4323.33,4373.96,4322.36,4364.74,0
30/06/2016 16:00:00,4378.75,4417.96,4359.57,4417.7,0
01/07/2016 16:00:00,4411.77,4453.86,4411.76,4437.44,0
05/07/2016 16:00:00,4414.35,4418.04,4386.56,4410.75,0
06/07/2016 16:00:00,4388.43,4447.23,4375.72,4444.7,0
07/07/2016 16:00:00,4451.15,4468.31,4438.8,4459.58,0
08/07/2016 16:00:00,4484.92,4529.72,4476.5,4528.36,0
11/07/2016 16:00:00,4544.33,4569.97,4544.33,4554.71,0
12/07/2016 16:00:00,4579.85,4588.24,4570.56,4577.61,0
13/07/2016 16:00:00,4589.13,4589.95,4565.7,4565.77,0
14/07/2016 16:00:00,4597.19,4604.76,4585.7,4596.49,0
15/07/2016 16:00:00,4602,4607.17,4579.83,4589.83,0
18/07/2016 16:00:00,4595.06,4627.57,4591.83,4619.68,0
19/07/2016 16:00:00,4601.68,4617.47,4595.38,4603.28,0
20/07/2016 16:00:00,4630.85,4665.67,4623.93,4657.2,0
21/07/2016 16:00:00,4662.95,4669.53,4634.07,4647.02,0
22/07/2016 16:00:00,4650.98,4670.54,4635.22,4666.07,0
25/07/2016 16:00:00,4662.9,4667.09,4650.5,4665.93,0
26/07/2016 16:00:00,4664.1,4687.9,4648.92,4672.11,0
27/07/2016 16:00:00,4711.11,4716.07,4685.11,4702.88,0
28/07/2016 16:00:00,4710.23,4725.78,4696.08,4721.41,0
29/07/2016 16:00:00,4734.7,4743.25,4715.77,4730.23,0
01/08/2016 16:00:00,4734.44,4767.24,4728.73,4756.04,0
02/08/2016 16:00:00,4748.42,4752.29,4689.55,4719.21,0
03/08/2016 16:00:00,4716.58,4734.33,4712.1,4734.33,0
04/08/2016 16:00:00,4731.54,4749.09,4719.01,4743.81,0
05/08/2016 16:00:00,4769.17,4799.86,4763.58,4791.21,0
08/08/2016 16:00:00,4791.1,4794.14,4770.22,4784.74,0
09/08/2016 16:00:00,4787.92,4811.01,4786.38,4795.75,0
10/08/2016 16:00:00,4799.83,4799.88,4771.98,4783.39,0
11/08/2016 16:00:00,4800.59,4813.36,4790.65,4803.31,0
12/08/2016 16:00:00,4794.35,4807.53,4790.49,4807.08,0
15/08/2016 16:00:00,4814.77,4837.67,4812.45,4827.12,0
16/08/2016 16:00:00,4814.21,4814.96,4796.92,4797.19,0
